data,responsável,temperatura
terça - 18/04/2023 15:15,Marcela,27.07
terça - 18/04/2023 15:30,Marcela,26.9
terça - 18/04/2023 15:45,Marcela,26.82
terça - 18/04/2023 16:00,Rafael,26.94
terça - 18/04/2023 16:15,Rafael,26.74
terça - 18/04/2023 16:30,Rafael,27.07
terça - 18/04/2023 16:45,Rafael,27.02
terça - 18/04/2023 17:00,Rafael,26.68
terça - 18/04/2023 17:15,Rafael,26.69
terça - 18/04/2023 17:30,Rafael,26.64
terça - 18/04/2023 17:45,Rafael,26.6
terça - 18/04/2023 18:00,Rafael,26.48
terça - 18/04/2023 18:15,Rafael,26.22
terça - 18/04/2023 18:30,Rafael,26.07
terça - 18/04/2023 18:45,Rafael,26.2
terça - 18/04/2023 19:00,Rafael,25.83
terça - 18/04/2023 19:15,Rafael,25.78
terça - 18/04/2023 19:30,Rafael,25.56
terça - 18/04/2023 19:45,Rafael,25.61
terça - 18/04/2023 20:00,Rafael,25.39
terça - 18/04/2023 20:15,Rafael,24.93
terça - 18/04/2023 20:30,Rafael,25.08
terça - 18/04/2023 20:45,Rafael,24.81
terça - 18/04/2023 21:00,Rafael,24.43
terça - 18/04/2023 21:15,Rafael,24.44
terça - 18/04/2023 21:30,Rafael,24.07
terça - 18/04/2023 21:45,Rafael,23.75
terça - 18/04/2023 22:00,Rafael,23.76
terça - 18/04/2023 22:15,Rafael,23.75
terça - 18/04/2023 22:30,Rafael,
terça - 18/04/2023 22:45,Rafael,
terça - 18/04/2023 23:00,Rafael,22.97
terça - 18/04/2023 23:15,Rafael,22.84
terça - 18/04/2023 23:30,Rafael,22.55
terça - 18/04/2023 23:45,Rafael,22.22
quarta - 19/04/2023 00:00,Fábio,19.7
quarta - 19/04/2023 00:15,Fábio,19.08
quarta - 19/04/2023 00:30,Fábio,18.97
quarta - 19/04/2023 00:45,Fábio,18.91
quarta - 19/04/2023 01:00,Fábio,18.68
quarta - 19/04/2023 01:15,Fábio,18.19
quarta - 19/04/2023 01:30,Fábio,17.98
quarta - 19/04/2023 01:45,Fábio,18.01
quarta - 19/04/2023 02:00,Fábio,17.69
quarta - 19/04/2023 02:15,Fábio,17.75
quarta - 19/04/2023 02:30,Fábio,17.1
quarta - 19/04/2023 02:45,Fábio,17.13
quarta - 19/04/2023 03:00,Fábio,17.17
quarta - 19/04/2023 03:15,Fábio,16.82
quarta - 19/04/2023 03:30,Fábio,16.91
quarta - 19/04/2023 03:45,Fábio,16.77
quarta - 19/04/2023 04:00,Fábio,17.25
quarta - 19/04/2023 04:15,Fábio,16.98
quarta - 19/04/2023 04:30,Fábio,16.85
quarta - 19/04/2023 04:45,Fábio,17.25
quarta - 19/04/2023 05:00,Fábio,17.25
quarta - 19/04/2023 05:15,Fábio,17.16
quarta - 19/04/2023 05:30,Fábio,17.47
quarta - 19/04/2023 05:45,Fábio,17.35
quarta - 19/04/2023 06:00,Fábio,17.67
quarta - 19/04/2023 06:15,Fábio,17.63
quarta - 19/04/2023 06:30,Fábio,18.16
quarta - 19/04/2023 06:45,Fábio,18.13
quarta - 19/04/2023 07:00,Fábio,18.61
quarta - 19/04/2023 07:15,Fábio,19.16
quarta - 19/04/2023 07:30,Fábio,18.82
quarta - 19/04/2023 07:45,Fábio,19.54
quarta - 19/04/2023 08:00,Fernando,20.27
quarta - 19/04/2023 08:15,Fernando,19.75
quarta - 19/04/2023 08:30,Fernando,20.3
quarta - 19/04/2023 08:45,Fernando,20.56
quarta - 19/04/2023 09:00,Fernando,20.96
quarta - 19/04/2023 09:15,Fernando,21.32
quarta - 19/04/2023 09:30,Fernando,21.39
quarta - 19/04/2023 09:45,Fernando,21.6
quarta - 19/04/2023 10:00,Fernando,22.38
quarta - 19/04/2023 10:15,Fernando,22.33
quarta - 19/04/2023 10:30,Fernando,22.72
quarta - 19/04/2023 10:45,Fernando,23.16
quarta - 19/04/2023 11:00,Fernando,23.74
quarta - 19/04/2023 11:15,Fernando,24.09
quarta - 19/04/2023 11:30,Fernando,24.24
quarta - 19/04/2023 11:45,Fernando,24.01
quarta - 19/04/2023 12:00,Fernando,24.4
quarta - 19/04/2023 12:15,Fernando,25.04
quarta - 19/04/2023 12:30,Fernando,25.4
quarta - 19/04/2023 12:45,Fernando,25.28
quarta - 19/04/2023 13:00,Fernando,25.18
quarta - 19/04/2023 13:15,Fernando,25.67
quarta - 19/04/2023 13:30,Fernando,25.96
quarta - 19/04/2023 13:45,Fernando,26.46
quarta - 19/04/2023 14:00,Fernando,26.41
quarta - 19/04/2023 14:15,Fernando,26.71
quarta - 19/04/2023 14:30,Fernando,26.45
quarta - 19/04/2023 14:45,Fernando,26.86
quarta - 19/04/2023 15:00,Fernando,26.93
quarta - 19/04/2023 15:15,Fernando,26.96
quarta - 19/04/2023 15:30,Fernando,26.72
quarta - 19/04/2023 15:45,Fernando,26.82
quarta - 19/04/2023 16:00,Júlia,26.95
quarta - 19/04/2023 16:15,Júlia,27.18
quarta - 19/04/2023 16:30,Júlia,26.72
quarta - 19/04/2023 16:45,Júlia,26.93
quarta - 19/04/2023 17:00,Júlia,26.9
quarta - 19/04/2023 17:15,Júlia,26.57
quarta - 19/04/2023 17:30,Júlia,26.91
quarta - 19/04/2023 17:45,Júlia,26.31
quarta - 19/04/2023 18:00,Júlia,25.89
quarta - 19/04/2023 18:15,Júlia,26.11
quarta - 19/04/2023 18:30,Júlia,25.75
quarta - 19/04/2023 18:45,Júlia,25.9
quarta - 19/04/2023 19:00,Júlia,24.86
quarta - 19/04/2023 19:15,Júlia,25.26
quarta - 19/04/2023 19:30,Júlia,24.84
quarta - 19/04/2023 19:45,Júlia,24.42
quarta - 19/04/2023 20:00,Júlia,24.48
quarta - 19/04/2023 20:15,Júlia,23.81
quarta - 19/04/2023 20:30,Júlia,23.81
quarta - 19/04/2023 20:45,Júlia,23.34
quarta - 19/04/2023 21:00,Júlia,23.34
quarta - 19/04/2023 21:15,Júlia,22.85
quarta - 19/04/2023 21:30,Júlia,22.18
quarta - 19/04/2023 21:45,Júlia,22.1
quarta - 19/04/2023 22:00,Júlia,21.6
quarta - 19/04/2023 22:15,Júlia,21.29
quarta - 19/04/2023 22:30,Júlia,20.92
quarta - 19/04/2023 22:45,Júlia,20.77
quarta - 19/04/2023 23:00,Júlia,20.12
quarta - 19/04/2023 23:15,Júlia,20.49
quarta - 19/04/2023 23:30,Júlia,19.63
quarta - 19/04/2023 23:45,Júlia,19.59
quinta - 20/04/2023 00:00,Letícia,19.77
quinta - 20/04/2023 00:15,Letícia,19.5
quinta - 20/04/2023 00:30,Letícia,19.18
quinta - 20/04/2023 00:45,Letícia,19.21
quinta - 20/04/2023 01:00,Letícia,19.42
quinta - 20/04/2023 01:15,Letícia,18.6
quinta - 20/04/2023 01:30,Letícia,18.75
quinta - 20/04/2023 01:45,Letícia,18.87
quinta - 20/04/2023 02:00,Letícia,18.93
quinta - 20/04/2023 02:15,Letícia,18.76
quinta - 20/04/2023 02:30,Letícia,18.08
quinta - 20/04/2023 02:45,Letícia,18.04
quinta - 20/04/2023 03:00,Letícia,18.07
quinta - 20/04/2023 03:15,Letícia,18.39
quinta - 20/04/2023 03:30,Letícia,17.56
quinta - 20/04/2023 03:45,Letícia,17.72
quinta - 20/04/2023 04:00,Letícia,18.38
quinta - 20/04/2023 04:15,Letícia,17.85
quinta - 20/04/2023 04:30,Letícia,17.79
quinta - 20/04/2023 04:45,Letícia,18.31
quinta - 20/04/2023 05:00,Letícia,18.3
quinta - 20/04/2023 05:15,Letícia,17.77
quinta - 20/04/2023 05:30,Letícia,18.4
quinta - 20/04/2023 05:45,Letícia,18.39
quinta - 20/04/2023 06:00,Letícia,18.52
quinta - 20/04/2023 06:15,Letícia,18.48
quinta - 20/04/2023 06:30,Letícia,19.13
quinta - 20/04/2023 06:45,Letícia,18.79
quinta - 20/04/2023 07:00,Letícia,18.8
quinta - 20/04/2023 07:15,Letícia,19.49
quinta - 20/04/2023 07:30,Letícia,19.43
quinta - 20/04/2023 07:45,Letícia,19.66
quinta - 20/04/2023 08:00,Marcela,20.37
quinta - 20/04/2023 08:15,Marcela,20.52
quinta - 20/04/2023 08:30,Marcela,20.25
quinta - 20/04/2023 08:45,Marcela,21.02
quinta - 20/04/2023 09:00,Marcela,20.78
quinta - 20/04/2023 09:15,Marcela,21.28
quinta - 20/04/2023 09:30,Marcela,21.54
quinta - 20/04/2023 09:45,Marcela,21.77
quinta - 20/04/2023 10:00,Marcela,21.91
quinta - 20/04/2023 10:15,Marcela,22.5
quinta - 20/04/2023 10:30,Marcela,22.31
quinta - 20/04/2023 10:45,Marcela,23.13
quinta - 20/04/2023 11:00,Marcela,23.02
quinta - 20/04/2023 11:15,Marcela,23.71
quinta - 20/04/2023 11:30,Marcela,23.91
quinta - 20/04/2023 11:45,Marcela,23.5
quinta - 20/04/2023 12:00,Marcela,24.24
quinta - 20/04/2023 12:15,Marcela,24.29
quinta - 20/04/2023 12:30,Marcela,24.64
quinta - 20/04/2023 12:45,Marcela,24.76
quinta - 20/04/2023 13:00,Marcela,25.2
quinta - 20/04/2023 13:15,Marcela,24.91
quinta - 20/04/2023 13:30,Marcela,25.27
quinta - 20/04/2023 13:45,Marcela,25.41
quinta - 20/04/2023 14:00,Marcela,25.44
quinta - 20/04/2023 14:15,Marcela,25.81
quinta - 20/04/2023 14:30,Marcela,26.14
quinta - 20/04/2023 14:45,Marcela,25.6
quinta - 20/04/2023 15:00,Marcela,25.69
quinta - 20/04/2023 15:15,Marcela,26.07
quinta - 20/04/2023 15:30,Marcela,26.15
quinta - 20/04/2023 15:45,Marcela,25.54
quinta - 20/04/2023 16:00,Rafael,25.92
quinta - 20/04/2023 16:15,Rafael,26.03
quinta - 20/04/2023 16:30,Rafael,25.94
quinta - 20/04/2023 16:45,Rafael,
quinta - 20/04/2023 17:00,Rafael,25.53
quinta - 20/04/2023 17:15,Rafael,25.83
quinta - 20/04/2023 17:30,Rafael,25.61
quinta - 20/04/2023 17:45,Rafael,25.51
quinta - 20/04/2023 18:00,Rafael,25.22
quinta - 20/04/2023 18:15,Rafael,25.13
quinta - 20/04/2023 18:30,Rafael,
quinta - 20/04/2023 18:45,Rafael,24.63
quinta - 20/04/2023 19:00,Rafael,25.0
quinta - 20/04/2023 19:15,Rafael,24.41
quinta - 20/04/2023 19:30,Rafael,24.3
quinta - 20/04/2023 19:45,Rafael,24.09
quinta - 20/04/2023 20:00,Rafael,23.75
quinta - 20/04/2023 20:15,Rafael,23.65
quinta - 20/04/2023 20:30,Rafael,22.98
quinta - 20/04/2023 20:45,Rafael,23.07
quinta - 20/04/2023 21:00,Rafael,22.83
quinta - 20/04/2023 21:15,Rafael,22.61
quinta - 20/04/2023 21:30,Rafael,22.05
quinta - 20/04/2023 21:45,Rafael,22.16
quinta - 20/04/2023 22:00,Rafael,21.89
quinta - 20/04/2023 22:15,Rafael,21.55
quinta - 20/04/2023 22:30,Rafael,21.03
quinta - 20/04/2023 22:45,Rafael,21.23
quinta - 20/04/2023 23:00,Rafael,20.99
quinta - 20/04/2023 23:15,Rafael,20.18
quinta - 20/04/2023 23:30,Rafael,20.31
quinta - 20/04/2023 23:45,Rafael,19.91
sexta - 21/04/2023 00:00,Fábio,21.35
sexta - 21/04/2023 00:15,Fábio,21.36
sexta - 21/04/2023 00:30,Fábio,20.69
sexta - 21/04/2023 00:45,Fábio,20.44
sexta - 21/04/2023 01:00,Fábio,
sexta - 21/04/2023 01:15,Fábio,19.78
sexta - 21/04/2023 01:30,Fábio,19.85
sexta - 21/04/2023 01:45,Fábio,19.81
sexta - 21/04/2023 02:00,Fábio,19.53
sexta - 21/04/2023 02:15,Fábio,19.35
sexta - 21/04/2023 02:30,Fábio,19.42
sexta - 21/04/2023 02:45,Fábio,19.16
sexta - 21/04/2023 03:00,Fábio,19.38
sexta - 21/04/2023 03:15,Fábio,19.31
sexta - 21/04/2023 03:30,Fábio,19.04
sexta - 21/04/2023 03:45,Fábio,18.88
sexta - 21/04/2023 04:00,Fábio,18.8
sexta - 21/04/2023 04:15,Fábio,19.24
sexta - 21/04/2023 04:30,Fábio,18.69
sexta - 21/04/2023 04:45,Fábio,19.02
sexta - 21/04/2023 05:00,Fábio,19.03
sexta - 21/04/2023 05:15,Fábio,19.02
sexta - 21/04/2023 05:30,Fábio,19.69
sexta - 21/04/2023 05:45,Fábio,19.45
sexta - 21/04/2023 06:00,Fábio,19.53
sexta - 21/04/2023 06:15,Fábio,20.07
sexta - 21/04/2023 06:30,Fábio,19.83
sexta - 21/04/2023 06:45,Fábio,20.27
sexta - 21/04/2023 07:00,Fábio,20.73
sexta - 21/04/2023 07:15,Fábio,20.95
sexta - 21/04/2023 07:30,Fábio,21.06
sexta - 21/04/2023 07:45,Fábio,21.27
sexta - 21/04/2023 08:00,Fernando,21.46
sexta - 21/04/2023 08:15,Fernando,21.76
sexta - 21/04/2023 08:30,Fernando,22.34
sexta - 21/04/2023 08:45,Fernando,22.71
sexta - 21/04/2023 09:00,Fernando,23.11
sexta - 21/04/2023 09:15,Fernando,23.07
sexta - 21/04/2023 09:30,Fernando,23.81
sexta - 21/04/2023 09:45,Fernando,23.65
sexta - 21/04/2023 10:00,Fernando,24.07
sexta - 21/04/2023 10:15,Fernando,24.41
sexta - 21/04/2023 10:30,Fernando,24.76
sexta - 21/04/2023 10:45,Fernando,24.97
sexta - 21/04/2023 11:00,Fernando,25.51
sexta - 21/04/2023 11:15,Fernando,25.73
sexta - 21/04/2023 11:30,Fernando,26.16
sexta - 21/04/2023 11:45,Fernando,26.25
sexta - 21/04/2023 12:00,Fernando,26.8
sexta - 21/04/2023 12:15,Fernando,26.94
sexta - 21/04/2023 12:30,Fernando,27.12
sexta - 21/04/2023 12:45,Fernando,27.54
sexta - 21/04/2023 13:00,Fernando,27.84
sexta - 21/04/2023 13:15,Fernando,27.83
sexta - 21/04/2023 13:30,Fernando,27.99
sexta - 21/04/2023 13:45,Fernando,28.29
sexta - 21/04/2023 14:00,Fernando,28.09
sexta - 21/04/2023 14:15,Fernando,28.26
sexta - 21/04/2023 14:30,Fernando,28.62
sexta - 21/04/2023 14:45,Fernando,28.95
sexta - 21/04/2023 15:00,Fernando,28.96
sexta - 21/04/2023 15:15,Fernando,28.79
sexta - 21/04/2023 15:30,Fernando,29.06
sexta - 21/04/2023 15:45,Fernando,28.8
sexta - 21/04/2023 16:00,Júlia,28.92
sexta - 21/04/2023 16:15,Júlia,28.97
sexta - 21/04/2023 16:30,Júlia,28.69
sexta - 21/04/2023 16:45,Júlia,29.06
sexta - 21/04/2023 17:00,Júlia,28.75
sexta - 21/04/2023 17:15,Júlia,28.61
sexta - 21/04/2023 17:30,Júlia,28.36
sexta - 21/04/2023 17:45,Júlia,27.91
sexta - 21/04/2023 18:00,Júlia,28.16
sexta - 21/04/2023 18:15,Júlia,27.86
sexta - 21/04/2023 18:30,Júlia,27.84
sexta - 21/04/2023 18:45,Júlia,27.48
sexta - 21/04/2023 19:00,Júlia,27.07
sexta - 21/04/2023 19:15,Júlia,26.77
sexta - 21/04/2023 19:30,Júlia,26.7
sexta - 21/04/2023 19:45,Júlia,26.62
sexta - 21/04/2023 20:00,Júlia,26.14
sexta - 21/04/2023 20:15,Júlia,26.12
sexta - 21/04/2023 20:30,Júlia,25.55
sexta - 21/04/2023 20:45,Júlia,
sexta - 21/04/2023 21:00,Júlia,25.0
sexta - 21/04/2023 21:15,Júlia,24.61
sexta - 21/04/2023 21:30,Júlia,24.39
sexta - 21/04/2023 21:45,Júlia,24.04
sexta - 21/04/2023 22:00,Júlia,23.62
sexta - 21/04/2023 22:15,Júlia,23.6
sexta - 21/04/2023 22:30,Júlia,22.94
sexta - 21/04/2023 22:45,Júlia,22.76
sexta - 21/04/2023 23:00,Júlia,22.42
sexta - 21/04/2023 23:15,Júlia,22.37
sexta - 21/04/2023 23:30,Júlia,21.67
sexta - 21/04/2023 23:45,Júlia,21.79
sábado - 22/04/2023 00:00,Fábio,20.79
sábado - 22/04/2023 00:15,Fábio,20.45
sábado - 22/04/2023 00:30,Fábio,20.37
sábado - 22/04/2023 00:45,Fábio,20.32
sábado - 22/04/2023 01:00,Fábio,19.62
sábado - 22/04/2023 01:15,Fábio,19.57
sábado - 22/04/2023 01:30,Fábio,19.34
sábado - 22/04/2023 01:45,Fábio,
sábado - 22/04/2023 02:00,Fábio,19.65
sábado - 22/04/2023 02:15,Fábio,19.15
sábado - 22/04/2023 02:30,Fábio,19.14
sábado - 22/04/2023 02:45,Fábio,19.03
sábado - 22/04/2023 03:00,Fábio,19.25
sábado - 22/04/2023 03:15,Fábio,18.76
sábado - 22/04/2023 03:30,Fábio,18.88
sábado - 22/04/2023 03:45,Fábio,18.62
sábado - 22/04/2023 04:00,Fábio,19.45
sábado - 22/04/2023 04:15,Fábio,18.79
sábado - 22/04/2023 04:30,Fábio,19.11
sábado - 22/04/2023 04:45,Fábio,19.21
sábado - 22/04/2023 05:00,Fábio,18.89
sábado - 22/04/2023 05:15,Fábio,19.1
sábado - 22/04/2023 05:30,Fábio,19.18
sábado - 22/04/2023 05:45,Fábio,19.1
sábado - 22/04/2023 06:00,Fábio,19.41
sábado - 22/04/2023 06:15,Fábio,19.34
sábado - 22/04/2023 06:30,Fábio,19.77
sábado - 22/04/2023 06:45,Fábio,
sábado - 22/04/2023 07:00,Fábio,19.95
sábado - 22/04/2023 07:15,Fábio,19.92
sábado - 22/04/2023 07:30,Fábio,20.18
sábado - 22/04/2023 07:45,Fábio,20.31
sábado - 22/04/2023 08:00,Fábio,21.02
sábado - 22/04/2023 08:15,Fábio,20.75
sábado - 22/04/2023 08:30,Fábio,21.14
sábado - 22/04/2023 08:45,Fábio,21.26
sábado - 22/04/2023 09:00,Fábio,21.12
sábado - 22/04/2023 09:15,Fábio,21.78
sábado - 22/04/2023 09:30,Fábio,21.71
sábado - 22/04/2023 09:45,Fábio,21.97
sábado - 22/04/2023 10:00,Fábio,21.89
sábado - 22/04/2023 10:15,Fábio,22.23
sábado - 22/04/2023 10:30,Fábio,22.41
sábado - 22/04/2023 10:45,Fábio,22.44
sábado - 22/04/2023 11:00,Fábio,22.24
sábado - 22/04/2023 11:15,Fábio,23.17
sábado - 22/04/2023 11:30,Fábio,23.19
sábado - 22/04/2023 11:45,Fábio,23.57
sábado - 22/04/2023 12:00,Fernando,23.36
sábado - 22/04/2023 12:15,Fernando,23.39
sábado - 22/04/2023 12:30,Fernando,24.13
sábado - 22/04/2023 12:45,Fernando,24.1
sábado - 22/04/2023 13:00,Fernando,24.36
sábado - 22/04/2023 13:15,Fernando,24.12
sábado - 22/04/2023 13:30,Fernando,24.34
sábado - 22/04/2023 13:45,Fernando,24.54
sábado - 22/04/2023 14:00,Fernando,24.81
sábado - 22/04/2023 14:15,Fernando,24.66
sábado - 22/04/2023 14:30,Fernando,24.97
sábado - 22/04/2023 14:45,Fernando,24.67
sábado - 22/04/2023 15:00,Fernando,24.93
sábado - 22/04/2023 15:15,Fernando,24.7
sábado - 22/04/2023 15:30,Fernando,25.27
sábado - 22/04/2023 15:45,Fernando,25.19
sábado - 22/04/2023 16:00,Fernando,24.82
sábado - 22/04/2023 16:15,Fernando,25.07
sábado - 22/04/2023 16:30,Fernando,25.04
sábado - 22/04/2023 16:45,Fernando,24.73
sábado - 22/04/2023 17:00,Fernando,24.48
sábado - 22/04/2023 17:15,Fernando,24.23
sábado - 22/04/2023 17:30,Fernando,23.98
sábado - 22/04/2023 17:45,Fernando,23.73
sábado - 22/04/2023 18:00,Fernando,23.48
sábado - 22/04/2023 18:15,Fernando,23.23
sábado - 22/04/2023 18:30,Fernando,22.98
sábado - 22/04/2023 18:45,Fernando,22.73
sábado - 22/04/2023 19:00,Fernando,22.48
sábado - 22/04/2023 19:15,Fernando,22.23
sábado - 22/04/2023 19:30,Fernando,21.98
sábado - 22/04/2023 19:45,Fernando,21.73
sábado - 22/04/2023 20:00,Fernando,21.48
sábado - 22/04/2023 20:15,Fernando,21.23
sábado - 22/04/2023 20:30,Fernando,20.98
sábado - 22/04/2023 20:45,Fernando,20.73
sábado - 22/04/2023 21:00,Fernando,20.48
sábado - 22/04/2023 21:15,Fernando,20.23
sábado - 22/04/2023 21:30,Fernando,19.98
sábado - 22/04/2023 21:45,Fernando,19.73
sábado - 22/04/2023 22:00,Fernando,19.48
sábado - 22/04/2023 22:15,Fernando,19.23
sábado - 22/04/2023 22:30,Fernando,18.98
sábado - 22/04/2023 22:45,Fernando,18.73
sábado - 22/04/2023 23:00,Fernando,18.48
sábado - 22/04/2023 23:15,Fernando,18.23
sábado - 22/04/2023 23:30,Fernando,17.98
sábado - 22/04/2023 23:45,Fernando,17.73
domingo - 23/04/2023 00:00,Júlia,18.95
domingo - 23/04/2023 00:15,Júlia,18.36
domingo - 23/04/2023 00:30,Júlia,17.65
domingo - 23/04/2023 00:45,Júlia,17.37
domingo - 23/04/2023 01:00,Júlia,17.56
domingo - 23/04/2023 01:15,Júlia,17.37
domingo - 23/04/2023 01:30,Júlia,17.17
domingo - 23/04/2023 01:45,Júlia,16.81
domingo - 23/04/2023 02:00,Júlia,16.75
domingo - 23/04/2023 02:15,Júlia,16.34
domingo - 23/04/2023 02:30,Júlia,16.45
domingo - 23/04/2023 02:45,Júlia,16.21
domingo - 23/04/2023 03:00,Júlia,16.24
domingo - 23/04/2023 03:15,Júlia,15.94
domingo - 23/04/2023 03:30,Júlia,16.21
domingo - 23/04/2023 03:45,Júlia,16.01
domingo - 23/04/2023 04:00,Júlia,15.9
domingo - 23/04/2023 04:15,Júlia,16.01
domingo - 23/04/2023 04:30,Júlia,15.92
domingo - 23/04/2023 04:45,Júlia,16.49
domingo - 23/04/2023 05:00,Júlia,15.84
domingo - 23/04/2023 05:15,Júlia,16.63
domingo - 23/04/2023 05:30,Júlia,
domingo - 23/04/2023 05:45,Júlia,16.54
domingo - 23/04/2023 06:00,Júlia,16.27
domingo - 23/04/2023 06:15,Júlia,17.04
domingo - 23/04/2023 06:30,Júlia,17.15
domingo - 23/04/2023 06:45,Júlia,17.55
domingo - 23/04/2023 07:00,Júlia,17.75
domingo - 23/04/2023 07:15,Júlia,17.79
domingo - 23/04/2023 07:30,Júlia,17.86
domingo - 23/04/2023 07:45,Júlia,18.25
domingo - 23/04/2023 08:00,Júlia,
domingo - 23/04/2023 08:15,Júlia,18.68
domingo - 23/04/2023 08:30,Júlia,19.41
domingo - 23/04/2023 08:45,Júlia,19.64
domingo - 23/04/2023 09:00,Júlia,19.99
domingo - 23/04/2023 09:15,Júlia,20.2
domingo - 23/04/2023 09:30,Júlia,20.49
domingo - 23/04/2023 09:45,Júlia,20.61
domingo - 23/04/2023 10:00,Júlia,21.32
domingo - 23/04/2023 10:15,Júlia,21.74
domingo - 23/04/2023 10:30,Júlia,21.69
domingo - 23/04/2023 10:45,Júlia,21.77
domingo - 23/04/2023 11:00,Júlia,22.17
domingo - 23/04/2023 11:15,Júlia,22.41
domingo - 23/04/2023 11:30,Júlia,23.02
domingo - 23/04/2023 11:45,Júlia,23.32
domingo - 23/04/2023 12:00,Letícia,23.63
domingo - 23/04/2023 12:15,Letícia,24.26
domingo - 23/04/2023 12:30,Letícia,24.1
domingo - 23/04/2023 12:45,Letícia,24.42
domingo - 23/04/2023 13:00,Letícia,24.64
domingo - 23/04/2023 13:15,Letícia,24.88
domingo - 23/04/2023 13:30,Letícia,24.95
domingo - 23/04/2023 13:45,Letícia,25.48
domingo - 23/04/2023 14:00,Letícia,25.3
domingo - 23/04/2023 14:15,Letícia,25.47
domingo - 23/04/2023 14:30,Letícia,25.76
domingo - 23/04/2023 14:45,Letícia,25.59
domingo - 23/04/2023 15:00,Letícia,25.89
domingo - 23/04/2023 15:15,Letícia,25.91
domingo - 23/04/2023 15:30,Letícia,
domingo - 23/04/2023 15:45,Letícia,25.88
domingo - 23/04/2023 16:00,Letícia,25.96
domingo - 23/04/2023 16:15,Letícia,25.95
domingo - 23/04/2023 16:30,Letícia,25.91
domingo - 23/04/2023 16:45,Letícia,26.4
domingo - 23/04/2023 17:00,Letícia,25.88
domingo - 23/04/2023 17:15,Letícia,25.55
domingo - 23/04/2023 17:30,Letícia,25.63
domingo - 23/04/2023 17:45,Letícia,25.18
domingo - 23/04/2023 18:00,Letícia,25.27
domingo - 23/04/2023 18:15,Letícia,24.87
domingo - 23/04/2023 18:30,Letícia,25.05
domingo - 23/04/2023 18:45,Letícia,24.49
domingo - 23/04/2023 19:00,Letícia,
domingo - 23/04/2023 19:15,Letícia,24.33
domingo - 23/04/2023 19:30,Letícia,24.01
domingo - 23/04/2023 19:45,Letícia,23.59
domingo - 23/04/2023 20:00,Letícia,23.14
domingo - 23/04/2023 20:15,Letícia,23.04
domingo - 23/04/2023 20:30,Letícia,22.64
domingo - 23/04/2023 20:45,Letícia,22.64
domingo - 23/04/2023 21:00,Letícia,22.04
domingo - 23/04/2023 21:15,Letícia,21.97
domingo - 23/04/2023 21:30,Letícia,21.2
domingo - 23/04/2023 21:45,Letícia,20.98
domingo - 23/04/2023 22:00,Letícia,
domingo - 23/04/2023 22:15,Letícia,20.48
domingo - 23/04/2023 22:30,Letícia,20.06
domingo - 23/04/2023 22:45,Letícia,19.57
domingo - 23/04/2023 23:00,Letícia,19.46
domingo - 23/04/2023 23:15,Letícia,19.34
domingo - 23/04/2023 23:30,Letícia,18.8
domingo - 23/04/2023 23:45,Letícia,18.48
segunda - 24/04/2023 00:00,Fábio,19.17
segunda - 24/04/2023 00:15,Fábio,18.5
segunda - 24/04/2023 00:30,Fábio,
segunda - 24/04/2023 00:45,Fábio,
segunda - 24/04/2023 01:00,Fábio,18.25
segunda - 24/04/2023 01:15,Fábio,17.71
segunda - 24/04/2023 01:30,Fábio,17.99
segunda - 24/04/2023 01:45,Fábio,17.67
segunda - 24/04/2023 02:00,Fábio,17.57
segunda - 24/04/2023 02:15,Fábio,17.15
segunda - 24/04/2023 02:30,Fábio,17.28
segunda - 24/04/2023 02:45,Fábio,17.22
segunda - 24/04/2023 03:00,Fábio,17.17
segunda - 24/04/2023 03:15,Fábio,16.96
segunda - 24/04/2023 03:30,Fábio,16.98
segunda - 24/04/2023 03:45,Fábio,16.84
segunda - 24/04/2023 04:00,Fábio,16.92
segunda - 24/04/2023 04:15,Fábio,17.17
segunda - 24/04/2023 04:30,Fábio,17.09
segunda - 24/04/2023 04:45,Fábio,17.22
segunda - 24/04/2023 05:00,Fábio,17.26
segunda - 24/04/2023 05:15,Fábio,17.59
segunda - 24/04/2023 05:30,Fábio,17.51
segunda - 24/04/2023 05:45,Fábio,17.47
segunda - 24/04/2023 06:00,Fábio,17.48
segunda - 24/04/2023 06:15,Fábio,18.1
segunda - 24/04/2023 06:30,Fábio,17.64
segunda - 24/04/2023 06:45,Fábio,17.99
segunda - 24/04/2023 07:00,Fábio,18.37
segunda - 24/04/2023 07:15,Fábio,18.42
segunda - 24/04/2023 07:30,Fábio,18.72
segunda - 24/04/2023 07:45,Fábio,19.23
segunda - 24/04/2023 08:00,Fernando,19.03
segunda - 24/04/2023 08:15,Fernando,19.29
segunda - 24/04/2023 08:30,Fernando,19.25
segunda - 24/04/2023 08:45,Fernando,20.22
segunda - 24/04/2023 09:00,Fernando,19.85
segunda - 24/04/2023 09:15,Fernando,20.58
segunda - 24/04/2023 09:30,Fernando,20.45
segunda - 24/04/2023 09:45,Fernando,21.11
segunda - 24/04/2023 10:00,Fernando,21.12
segunda - 24/04/2023 10:15,Fernando,21.45
segunda - 24/04/2023 10:30,Fernando,21.79
segunda - 24/04/2023 10:45,Fernando,22.36
segunda - 24/04/2023 11:00,Fernando,22.23
segunda - 24/04/2023 11:15,Fernando,22.18
segunda - 24/04/2023 11:30,Fernando,22.57
